,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,MoransI
1810059C17RIK,10,False,False,10,0.00024133603,99.97586639637031,10.0,-0.00023423797203143973
1810062G17RIK,25,False,False,25,0.0006274737,99.93966599092576,26.0,-0.0002491138906044133
1810062O18RIK,105,False,False,105,0.0026305628,99.74659716188822,109.0,0.0012981801211244739
2010001A14RIK,63,False,False,63,0.001520417,99.84795829713293,63.0,0.00045972085996323625
2010002M12RIK,14,False,False,14,0.00036200407,99.96621295491843,15.0,-0.00032077921548246215
2010005H15RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.190994896749907e-05
2010007H06RIK,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.0004629686582588744
2010009K17RIK,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.000496661880396023
2010012O05RIK,929,False,False,929,0.023288928,97.75798822280143,965.0,0.0008243194313448751
2010013B24RIK,17,False,False,17,0.00041027126,99.95897287382952,17.0,-0.0003977045490785236
2010015M23RIK,129,False,False,129,0.0031373685,99.68867651317694,130.0,-0.0003208428686365162
2010107E04RIK,2888,False,False,2888,0.07370403,93.03021527174438,3054.0,0.005682388475822824
2010107G12RIK,34,False,False,34,0.0008205425,99.91794574765905,34.0,3.5884568173568026e-05
2010107G23RIK,257,False,False,257,0.006274737,99.37976638671687,260.0,0.0017970233822621263
2010109A12RIK,33,False,False,33,0.0008446761,99.92035910802201,35.0,0.0005074170453087546
2010110K18RIK,176,False,False,176,0.0044647167,99.57524857611737,185.0,0.0015042896335252377
2010111I01RIK,3554,False,False,3554,0.09595521,91.42291727000675,3976.0,0.04425644619652506
2010204K13RIK,316,False,False,316,0.007867555,99.23737812530166,326.0,0.0029863480529908606
2010300C02RIK,81,False,False,81,0.0019789555,99.80451781059948,82.0,0.0002370478222995076
2010300F17RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.360299541489139e-05
2010308F09RIK,32,False,False,32,0.0008205425,99.92277246838498,34.0,-0.0003449469340400653
2010315B03RIK,233,False,False,233,0.005719664,99.43768703542814,237.0,-0.00019162342662149066
2010320M18RIK,449,False,False,449,0.011053191,98.91640119702674,458.0,-5.7485133349874385e-05
2200002D01RIK,88,False,False,88,0.0021478906,99.7876242880587,89.0,0.0018668545318957666
2210008F06RIK,72,False,False,72,0.0017376195,99.8262380538662,72.0,0.0006681528210630569
2210011C24RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,-0.00021593773587355838
2210011K15RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.501527456259661e-05
2210013O21RIK,1528,False,False,1528,0.038348295,96.31238536538275,1589.0,0.0030347431791347855
2210016F16RIK,1641,False,False,1641,0.042137273,96.03967564436722,1746.0,0.010277997965415732
2210016L21RIK,2749,False,False,2749,0.07092866,93.36567236219713,2939.0,0.002333432051113352
2210017G18RIK,10,False,False,10,0.00024133603,99.97586639637031,10.0,-0.0002315410109499558
2210018M11RIK,1155,False,False,1155,0.02893619,97.21256878077035,1199.0,0.0002910822836800829
2210404O09RIK,238,False,False,238,0.0058403322,99.42562023361329,242.0,-0.0004453253238480797
2210406O10RIK,20,False,False,20,0.00050680566,99.95173279274061,21.0,0.00022260014483691177
2210408F21RIK,15,False,False,15,0.00038613766,99.96379959455545,16.0,-0.00035857878215374967
2210408I21RIK,481,False,False,481,0.012115069,98.83917366541172,502.0,9.91167212990164e-05
2300009A05RIK,536,False,False,536,0.013442418,98.7064388454484,557.0,0.00011640909981881444
2310001H17RIK,34,False,False,34,0.0008446761,99.91794574765905,35.0,-0.00014610518892959918
2310002F09RIK,116,False,False,116,0.0028236315,99.72005019789555,117.0,0.0012474869370823077
2310002L09RIK,97,False,False,97,0.0024857612,99.76590404479197,103.0,0.016100450908007193
2310003H01RIK,723,False,False,723,0.018100202,98.25514045757312,750.0,0.0010392748021587227
2310007B03RIK,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.0016104352713346335
2310007L24RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.510507369688271e-05
2310008N11RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.867517481895208e-05
2310009A05RIK,391,False,False,391,0.00950864,99.05637609807897,394.0,-2.179187769191993e-06
2310009B15RIK,447,False,False,447,0.0109083885,98.92122791775267,452.0,0.0016618300961480225
2310010G23RIK,118,False,False,118,0.002871899,99.71522347716962,119.0,-4.51365932489162e-05
2310010J17RIK,108,False,False,108,0.0026064292,99.73935708079931,108.0,0.0007529924048633481
2310011J03RIK,1199,False,False,1199,0.030022202,97.1063809247997,1244.0,0.0030845901186946478
2310014F06RIK,155,False,False,155,0.0038131094,99.62592914373974,158.0,0.0031199176624408693
2310015A10RIK,212,False,False,212,0.0052611255,99.48836760305049,218.0,0.0009357918739580937
2310022A10RIK,676,False,False,676,0.01694179,98.36856839463269,702.0,0.0020916133784357723
2310022B05RIK,3480,False,False,3480,0.09158703,91.60150593686649,3795.0,0.006129291452853483
2310026I22RIK,10,False,False,10,0.00024133603,99.97586639637031,10.0,-0.0002370534264752737
2310026L22RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.238843538314043e-05
2310030G06RIK,117,False,False,117,0.002871899,99.71763683753258,119.0,0.0014365107610981214
2310031A07RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,-0.0001132246365131083
2310033P09RIK,1720,False,False,1720,0.04365769,95.84902017569263,1809.0,0.0020344023977226545
2310034O05RIK,145,False,False,145,0.0036683078,99.65006274736943,152.0,0.0028135402957100205
2310035C23RIK,766,False,False,766,0.019041413,98.15136596196544,789.0,-5.330939480523929e-05
2310036O22RIK,10921,False,False,10921,0.32824114,73.6436914760112,13601.0,0.011134666834248172
2310039H08RIK,793,False,False,793,0.019813688,98.08620523216527,821.0,0.0020101531211949913
2310039L15RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,-0.00016917590741162203
2310040G24RIK,57,False,False,57,0.001399749,99.86243845931074,58.0,0.00012939572638926545
2310043L19RIK,15,False,False,15,0.00036200407,99.96379959455545,15.0,0.0008751839456824783
2310043O21RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.476840873180434e-05
2310045N01RIK,1750,False,False,1750,0.044454098,95.77661936480355,1842.0,0.0010735083824186065
2310047D07RIK,11,False,False,11,0.00026546963,99.97345303600733,11.0,-0.00025216519551102295
2310047M10RIK,377,False,False,377,0.009291437,99.09016314316054,385.0,5.6156789463123355e-05
2310057M21RIK,340,False,False,340,0.008326094,99.1794574765904,345.0,6.055247082479389e-05
2310058D17RIK,459,False,False,459,0.011559996,98.89226759339704,479.0,0.0009662499961478908
2310061I04RIK,678,False,False,678,0.016845256,98.36374167390674,698.0,0.004072872158850233
2310065F04RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.0001341421795368325
2310067B10RIK,473,False,False,473,0.011487596,98.85848054831547,476.0,0.0004802778673896368
2310068J16RIK,33,False,False,33,0.0008446761,99.92035910802201,35.0,0.00028417189238014813
2310069G16RIK,15,False,False,15,0.00036200407,99.96379959455545,15.0,-0.0003452793538542595
2410002F23RIK,2209,False,False,2209,0.05579689,94.66888695820059,2312.0,0.0024381451632941187
2410003L11RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.055812068709755e-05
2410004B18RIK,1211,False,False,1211,0.030384207,97.07742060044406,1259.0,-0.00017711678442634173
2410004I01RIK,29,False,False,29,0.0006998745,99.93001254947389,29.0,-2.6175917196551916e-05
2410004P03RIK,9,False,False,9,0.00024133603,99.97827975673329,10.0,-0.0002100835014209098
2410006H16RIK,2468,False,False,2468,0.062843904,94.04382662419152,2604.0,0.006222639592766912
2410015M20RIK,2972,False,False,2972,0.07650352,92.82749300125495,3170.0,0.006058611211503156
2410016O06RIK,823,False,False,823,0.020706631,98.01380442127619,858.0,0.0020963018387624892
2410018L13RIK,10,False,False,10,0.00026546963,99.97586639637031,11.0,0.0005584586724845711
2410022M11RIK,182,False,False,182,0.0044647167,99.56076841393957,185.0,5.1251628221492094e-05
2410089E03RIK,1608,False,False,1608,0.041220196,96.11931653634521,1708.0,0.004335494139218181
2410124H12RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.000139857631848616
2410127L17RIK,107,False,False,107,0.0026546963,99.74177044116227,110.0,0.0003524071581859384
2410131K14RIK,796,False,False,796,0.019910224,98.07896515107636,825.0,0.0021703671937039737
2500002B13RIK,71,False,False,71,0.0017376195,99.82865141422917,72.0,0.0001184288817203335
2500004C02RIK,310,False,False,310,0.0076020854,99.2518582874795,315.0,0.000809509952732892
2510002D24RIK,1323,False,False,1323,0.033328507,96.80712423979149,1381.0,0.002430604927453799
2510009E07RIK,927,False,False,927,0.023192393,97.76281494352736,961.0,0.0033446629666582235
2510039O18RIK,1284,False,False,1284,0.03221836,96.9012452939473,1335.0,0.0006207222134737427
2510046G10RIK,120,False,False,120,0.002992567,99.71039675644367,124.0,-0.0003022322474786882
2600006K01RIK,45,False,False,45,0.0010860121,99.89139878366638,45.0,0.004069766405692698
2600014E21RIK,228,False,False,228,0.005767931,99.44975383724298,239.0,0.04267250957883664
2610001A08RIK,17,False,False,17,0.00041027126,99.95897287382952,17.0,-0.0004019918731254883
2610001J05RIK,2724,False,False,2724,0.069625445,93.42600637127137,2885.0,0.0032978168019780095
2610002J02RIK,1418,False,False,1418,0.035645332,96.57785500530939,1477.0,0.0010160648981186403
2610002M06RIK,560,False,False,560,0.013876822,98.64851819673713,575.0,0.0016968921582310413
2610008E11RIK,1596,False,False,1596,0.04030312,96.14827686070085,1670.0,0.004284492834377804
2610012C04RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.273995531042557e-05
2610015P09RIK,755,False,False,755,0.019282749,98.1779129259581,799.0,0.0012248391188601868
2610016A17RIK,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.00346477351494977
2610020C07RIK,353,False,False,353,0.008784631,99.1480837918718,364.0,0.000223837074863092
2610020H08RIK,546,False,False,546,0.013563085,98.68230524181871,562.0,0.00031972995756584887
2610021A01RIK,353,False,False,353,0.008736365,99.1480837918718,362.0,-0.00044661055145172663
2610027K06RIK,110,False,False,110,0.0026546963,99.73453036007336,110.0,0.0016634320406435032
2610028E06RIK,23,False,False,23,0.0006274737,99.9444927116517,26.0,0.0003668476652728984
2610028H24RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.62814846450815e-05
2610034B18RIK,389,False,False,389,0.009653442,99.0612028188049,400.0,0.00127141269193537
2610035D17RIK,226,False,False,226,0.005719664,99.45458055796892,237.0,0.014717823019763217
2610035F20RIK,14,False,False,14,0.00036200407,99.96621295491843,15.0,0.00029761227988995827
2610037D02RIK,682,False,False,682,0.017255526,98.35408823245487,715.0,0.002167838892127278
2610042L04RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.598828526436731e-05
2610044O15RIK8,614,False,False,614,0.015300705,98.51819673713679,634.0,0.0008364004343287493
2610105M22RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.00019678735883207687
2610203C20RIK,5648,False,False,5648,0.15964378,86.36934066994884,6615.0,0.04697659455958127
2610203C22RIK,89,False,False,89,0.0021478906,99.78521092769572,89.0,-0.0002510291537030925
2610204G07RIK,15,False,False,15,0.00038613766,99.96379959455545,16.0,0.0023059933016612386
2610206C17RIK,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.00038412039083290554
2610301B20RIK,851,False,False,851,0.02116517,97.94623033111304,877.0,0.0024709578857167996
2610305D13RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.303527991234267e-05
2610306M01RIK,271,False,False,271,0.0066608745,99.3459793416353,276.0,0.0019562250995472023
2610307P16RIK,693,False,False,693,0.01747273,98.3275412684622,724.0,0.0032985007286715894
2610316D01RIK,443,False,False,443,0.011077324,98.93088135920456,459.0,0.005028898121308268
2610318N02RIK,1065,False,False,1065,0.026643498,97.42977121343759,1104.0,0.004002261682917119
2610507B11RIK,1560,False,False,1560,0.039072305,96.23515783376774,1619.0,0.00043683478409940735
2610507I01RIK,43,False,False,43,0.0010618785,99.8962255043923,44.0,0.0008181116347273481
2610524H06RIK,1263,False,False,1263,0.03192876,96.95192586156965,1323.0,0.0028937284823826602
2610528A11RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-8.875366796391566e-05
2610528J11RIK,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.0006135821395392322
2700012I20RIK,26,False,False,26,0.0006274737,99.9372526305628,26.0,1.4450373131557602e-05
2700016F22RIK,69,False,False,69,0.0017134858,99.83347813495512,71.0,0.0008344412279612373
2700029M09RIK,2893,False,False,2893,0.075224444,93.01814846992953,3117.0,0.00451123524490659
2700033N17RIK,128,False,False,128,0.0031856357,99.69108987353992,132.0,0.003172194094273249
2700038G22RIK,644,False,False,644,0.015783377,98.4457959262477,654.0,0.0017526871067917635
2700046A07RIK,16,False,False,16,0.00038613766,99.96138623419249,16.0,0.00038563749776277385
2700046G09RIK,138,False,False,138,0.0033545708,99.66695626991023,139.0,0.0018498727911674436
2700049A03RIK,1137,False,False,1137,0.029056858,97.2560092673038,1204.0,0.001551284156210428
2700060E02RIK,3700,False,False,3700,0.09595521,91.07056665701323,3976.0,0.003704301901959404
2700062C07RIK,925,False,False,925,0.02324066,97.7676416642533,963.0,0.001412108845139928
2700069I18RIK,1542,False,False,1542,0.039965246,96.27859832030119,1656.0,0.024527441996256123
2700081O15RIK,2015,False,False,2015,0.05082537,95.13707886861667,2106.0,0.0039039543688019654
2700089I24RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,-0.00020369804893694663
2700094K13RIK,4052,False,False,4052,0.10609132,90.221063809248,4396.0,0.00786068194040487
2700097O09RIK,792,False,False,792,0.019717155,98.08861859252823,817.0,0.00023823648327892527
2810001G20RIK,699,False,False,699,0.017255526,98.3130611062844,715.0,0.0020056155168870133
2810002D19RIK,252,False,False,252,0.006298871,99.3918331885317,261.0,-7.437611575002933e-05
2810004N23RIK,3894,False,False,3894,0.103774495,90.60237474659716,4300.0,0.009260435301037845
2810006K23RIK,657,False,False,657,0.016483251,98.41442224152911,683.0,0.001398484925711446
2810013P06RIK,914,False,False,914,0.022661453,97.79418862824598,939.0,0.0010719091854664027
2810021J22RIK,567,False,False,567,0.014166425,98.63162467419635,587.0,0.000822842909891949
2810029C07RIK,77,False,False,77,0.0019306883,99.81417125205135,80.0,-0.00048781270813184327
2810030D12RIK,56,False,False,56,0.0013756154,99.86485181967372,57.0,0.0037618665531087337
2810032G03RIK,170,False,False,170,0.0041509797,99.58972873829521,172.0,0.0003345938437051773
2810402E24RIK,345,False,False,345,0.008495028,99.16739067477556,352.0,0.0002554382944996119
2810403A07RIK,2143,False,False,2143,0.05417994,94.82816874215658,2245.0,0.0021239069680299245
2810403D21RIK,219,False,False,219,0.0055024615,99.47147408050971,228.0,0.0005677334950385892
2810404M03RIK,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.00037209941069189914
2810405F15RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.000854990953185915
2810405F17RIK,187,False,False,187,0.0046819192,99.54870161212472,194.0,-0.000405875362551616
2810407A14RIK,8,False,False,8,0.00021720244,99.98069311709624,9.0,-0.00018886475896414014
2810408A11RIK,691,False,False,691,0.017158993,98.33236798918814,711.0,0.004313535114765068
2810408I11RIK,505,False,False,505,0.012549474,98.78125301670046,520.0,0.002752940741803941
2810410L24RIK,1078,False,False,1078,0.026884835,97.39839752871899,1114.0,0.0024756851782258616
2810414N06RIK,8,False,False,8,0.00021720244,99.98069311709624,9.0,-0.00017913439313296388
2810417H13RIK,5068,False,False,5068,0.136741,87.7690896804711,5666.0,0.015552255990217352
2810425M01RIK,34,False,False,34,0.0008205425,99.91794574765905,34.0,0.0003581989001830581
2810428I15RIK,2315,False,False,2315,0.059127327,94.41307075972585,2450.0,0.002450508468845118
2810429I04RIK,168,False,False,168,0.004199247,99.59455545902114,174.0,-0.0002164063335389503
2810430I11RIK,132,False,False,132,0.00328217,99.68143643208805,136.0,0.0011678350930735854
2810433D01RIK,49,False,False,49,0.0012549474,99.8817453422145,52.0,-0.0001406471438873349
2810442N19RIK,108,False,False,108,0.0026305628,99.73935708079931,109.0,0.0038544640962446556
2810454H06RIK,92,False,False,92,0.0022685588,99.7779708466068,94.0,0.00028345186055331247
2810455O05RIK,45,False,False,45,0.0011101458,99.89139878366638,46.0,-0.00019645190647158927
2810459M11RIK,205,False,False,205,0.0050680568,99.50526112559128,210.0,0.027734060119871798
2810468N07RIK,132,False,False,132,0.0032339029,99.68143643208805,134.0,0.001478411502417043
2810471M01RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-9.626457494983917e-05
2810474O19RIK,3882,False,False,3882,0.105319045,90.63133507095279,4364.0,0.016536697105058826
2900005J15RIK,90,False,False,90,0.0023409596,99.78279756733276,97.0,0.01249653413668432
2900009J06RIK,123,False,False,123,0.0030167005,99.70315667535476,125.0,-1.2256239702095992e-05
2900011O08RIK,363,False,False,363,0.008808766,99.1239501882421,365.0,0.0031135788247374113
2900018N21RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,-0.00018689124714735625
2900022M07RIK,10,False,False,10,0.00026546963,99.97586639637031,11.0,-0.0002347050349320965
2900026A02RIK,609,False,False,609,0.015083502,98.53026353895163,625.0,0.011366022048644802
2900041M22RIK,13,False,False,13,0.00031373685,99.9686263152814,13.0,-0.0003045523202242805
2900042K21RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.579657627422549e-05
2900052L18RIK,225,False,False,225,0.005598996,99.45699391833188,232.0,0.0004537778957029515
2900052N01RIK,32,False,False,32,0.0007722753,99.92277246838498,32.0,0.0014190567926805385
2900076A07RIK,1070,False,False,1070,0.026981369,97.41770441162274,1118.0,0.0025881678360113736
2900079G21RIK,22,False,False,22,0.00053093926,99.94690607201467,22.0,0.0005838978796223289
2900089D17RIK,35,False,False,35,0.00086880976,99.91553238729607,36.0,0.00015351659266320014
2900092C05RIK,33,False,False,33,0.0007964089,99.92035910802201,33.0,-0.0005585264493925876
2900092N22RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.814666855748045e-05
2900093K20RIK,96,False,False,96,0.002316826,99.76831740515493,96.0,9.930743396698492e-05
3010001F23RIK,84,False,False,84,0.0020513562,99.79727772951057,85.0,-5.009515147836558e-05
3010003L21RIK,150,False,False,150,0.0036683078,99.6379959455546,152.0,2.9079732482878202e-05
3010026O09RIK,654,False,False,654,0.016386718,98.421662322618,679.0,-2.416286971425275e-05
