,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm
BSCL2,1144,False,False,1144,0.05950204,94.63590753504947,1269.0,0.09225228,0.08746218
BSDC1,563,False,False,563,0.02864913,97.36015379565809,611.0,0.044507727,0.04219671
BSG,5148,False,False,5148,0.36287335,75.8615839077226,7739.0,0.46289694,0.43886152
BSN,2136,False,False,2136,0.13555586,89.98452665635111,2891.0,0.26505488,0.2512922
BSPRY,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0024164729,0.0022910002
BST1,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023280862,0.0022072026
BST2,105,False,False,105,0.0051577813,99.50766633844422,110.0,0.009724372,0.009219445
BTAF1,1075,False,False,1075,0.06090871,94.95944108407184,1299.0,0.06868596,0.06511951
BTBD1,895,False,False,895,0.0469827,95.80344164673888,1002.0,0.15137784,0.14351772
BTBD10,1196,False,False,1196,0.06555071,94.39208515027899,1398.0,0.04216311,0.039973836
BTBD11,379,False,False,379,0.021850238,98.22290992638439,466.0,0.024686512,0.023404691
BTBD16,33,False,False,33,0.0016411123,99.84526656351103,35.0,0.0031284345,0.002965994
BTBD17,636,False,False,636,0.032634687,97.01786467857644,696.0,0.07487086,0.070983276
BTBD19,74,False,False,74,0.003516669,99.65302199090354,75.0,0.0041060736,0.0038928702
BTBD2,629,False,False,629,0.031087354,97.05068692268017,663.0,0.022207702,0.021054592
BTBD3,1353,False,False,1353,0.07159938,93.65592910395274,1527.0,0.2063868,0.1956704
BTBD6,469,False,False,469,0.023163127,97.80090964505087,494.0,0.02412102,0.022868562
BTBD7,201,False,False,201,0.0113002295,99.0575327050218,241.0,0.010432186,0.009890506
BTBD8,51,False,False,51,0.0025788906,99.76086650724434,55.0,0.0034662904,0.003286307
BTBD9,1565,False,False,1565,0.101795845,92.66188399681155,2171.0,0.23586214,0.22361524
BTC,6,False,False,6,0.00032822244,99.9718666479111,7.0,0.0024057673,0.0022808504
BTD,114,False,False,114,0.0055797817,99.46546631031087,119.0,0.005565395,0.005276418
BTF3,178,False,False,178,0.008580673,99.16537722136259,183.0,0.006957769,0.006596494
BTF3L4,327,False,False,327,0.016598677,98.46673231115487,354.0,0.00753692,0.0071455734
BTG1,83,False,False,83,0.0038917803,99.6108219627702,83.0,0.0044212397,0.0041916715
BTG2,312,False,False,312,0.01645801,98.53706569137712,351.0,0.011233546,0.010650256
BTG3,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0022436383,0.0021271398
BTK,43,False,False,43,0.0021100014,99.79837764336288,45.0,0.0040137046,0.0038052974
BTLA,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0022997772,0.002180364
BTN1A1,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0024059948,0.002281066
BTN2A2,6,False,False,6,0.00032822244,99.9718666479111,7.0,0.0025249894,0.002393882
BTRC,1093,False,False,1093,0.062127817,94.87504102780512,1325.0,0.14164412,0.1342894
BUB1B,21,False,False,21,0.0010315563,99.90153326768885,22.0,0.0030652855,0.0029061239
BUB3,1314,False,False,1314,0.069348715,93.83879589253058,1479.0,0.24211535,0.22954378
BUD13,94,False,False,94,0.004735781,99.55924415060721,101.0,0.004744903,0.0044985292
BUD31,1749,False,False,1749,0.09612229,91.79912786608524,2050.0,0.17473792,0.16566484
BVES,31,False,False,31,0.0015004454,99.85464434754067,32.0,0.0025619133,0.0024288888
BVHT,48,False,False,48,0.0024851128,99.7749331832888,53.0,0.0042052614,0.0039869077
BYSL,303,False,False,303,0.014723121,98.57926571951047,314.0,0.008827468,0.008369111
BZRAP1,694,False,False,694,0.03647958,96.74590894171708,778.0,0.05323576,0.05047155
BZW1,2152,False,False,2152,0.12134852,89.90950438411403,2588.0,0.23163821,0.21961063
BZW2,732,False,False,732,0.039386693,96.56773104515402,840.0,0.047743306,0.045264285
C030005K06RIK,51,False,False,51,0.0026257795,99.76086650724434,56.0,0.0038086576,0.0036108973
C030005K15RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0024547197,0.002327261
C030007H22RIK,4,False,False,4,0.00018755568,99.98124443194072,4.0,0.0024333943,0.002307043
C030010L15RIK,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0023131624,0.0021930542
C030013C21RIK,6,False,False,6,0.00032822244,99.9718666479111,7.0,0.00243819,0.0023115894
C030014I23RIK,147,False,False,147,0.0073146718,99.31073287382192,156.0,0.011251778,0.010667542
C030017D09RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0022896663,0.0021707779
C030027H14RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0030283593,0.002871115
C030034I22RIK,113,False,False,113,0.0055797817,99.4701552023257,119.0,0.004494879,0.0042614876
C030034L19RIK,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0024820862,0.0023532065
C030037D09RIK,82,False,False,82,0.0039386693,99.61551085478501,84.0,0.0040414226,0.003831576
C030039L03RIK,175,False,False,175,0.0087213395,99.17944389740704,186.0,0.006301827,0.0059746113
C030047K22RIK,25,False,False,25,0.0012660008,99.88277769962957,27.0,0.0030920787,0.002931526
C130012C08RIK,15,False,False,15,0.0007033338,99.92966661977775,15.0,0.0029707053,0.0028164547
C130023A14RIK,56,False,False,56,0.0027664462,99.73742204717026,59.0,0.0035773842,0.0033916323
C130026I21RIK,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0024124207,0.0022871585
C130026L21RIK,104,False,False,104,0.0051577813,99.51235523045904,110.0,0.004663679,0.004421522
C130036L24RIK,73,False,False,73,0.0037042247,99.65771088291837,79.0,0.003959763,0.0037541564
C130046K22RIK,20,False,False,20,0.0009377784,99.90622215970366,20.0,0.0031931181,0.0030273187
C130060C02RIK,23,False,False,23,0.0011253341,99.89215548365921,24.0,0.00256913,0.0024357308
C130060K24RIK,25,False,False,25,0.001172223,99.88277769962957,25.0,0.002468587,0.0023404083
C130071C03RIK,720,False,False,720,0.043090917,96.62399774933183,919.0,0.07188014,0.06814784
C130074G19RIK,397,False,False,397,0.021475125,98.1385098701177,458.0,0.0863668,0.0818823
C130080G10RIK,11,False,False,11,0.00056266703,99.94842218783701,12.0,0.0024495807,0.0023223888
C130089K02RIK,26,False,False,26,0.0012660008,99.87808880761476,27.0,0.0025991548,0.0024641964
C1D,1138,False,False,1138,0.05893937,94.66404088713837,1257.0,0.13178414,0.124941394
C1GALT1,55,False,False,55,0.0027664462,99.74211093918507,59.0,0.0033154055,0.0031432568
C1GALT1C1,520,False,False,520,0.02611713,97.56177615229521,557.0,0.033921506,0.03216017
C1QA,602,False,False,602,0.033103578,97.17728700708022,706.0,0.17561091,0.16649249
C1QB,828,False,False,828,0.047498476,96.11759741173161,1013.0,0.21909761,0.2077212
C1QBP,1437,False,False,1437,0.0770385,93.26206217470812,1643.0,0.1849092,0.17530799
C1QC,628,False,False,628,0.035916913,97.05537581469498,766.0,0.10155546,0.0962823
C1QL1,95,False,False,95,0.0051108925,99.55455525859239,109.0,0.011550162,0.010950432
C1QL2,739,False,False,739,0.055938482,96.5349088010503,1193.0,0.3694482,0.350265
C1QL3,490,False,False,490,0.027101796,97.70244291273971,578.0,0.046476472,0.044063233
C1QL4,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0027815527,0.0026371237
C1QTNF1,8,False,False,8,0.00037511135,99.96248886388146,8.0,0.0034951773,0.003313694
C1QTNF2,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.0030557243,0.002897059
C1QTNF4,2343,False,False,2343,0.13480565,89.013926009284,2875.0,0.35710222,0.33856004
C1QTNF6,28,False,False,28,0.0013597787,99.86871102358512,29.0,0.0034461883,0.0032672489
C1QTNF7,17,False,False,17,0.0009846673,99.92028883574811,21.0,0.0030757168,0.0029160136
C1QTNF9,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.0025235817,0.0023925474
C1RA,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0022151934,0.002100172
C1RL,8,False,False,8,0.00042200027,99.96248886388146,9.0,0.0027526096,0.0026096832
C1S1,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.002399977,0.002275361
C1S2,4,False,False,4,0.00028133352,99.98124443194072,6.0,0.0024229495,0.0022971404
C2,30,False,False,30,0.0014535565,99.8593332395555,31.0,0.00956239,0.009065872
C230004F18RIK,486,False,False,486,0.02996202,97.72119848079899,639.0,0.04378947,0.04151575
C230012O17RIK,39,False,False,39,0.0019224457,99.81713321142213,41.0,0.0036290733,0.0034406376
C230014O12RIK,21,False,False,21,0.0011253341,99.90153326768885,24.0,0.0026380701,0.0025010912
C230021G24RIK,13,False,False,13,0.000609556,99.93904440380737,13.0,0.002681222,0.0025420026
C230024C17RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0022979036,0.0021785875
C230029F24RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0024241335,0.002298263
C230034O21RIK,62,False,False,62,0.0030008908,99.70928869508136,64.0,0.004577432,0.0043397537
C230035I16RIK,26,False,False,26,0.001219112,99.87808880761476,26.0,0.0030164141,0.0028597899
C230037L18RIK,122,False,False,122,0.005954893,99.42795517419233,127.0,0.005373205,0.0050942074
C230038L03RIK,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.002645165,0.0025078177
C230052I12RIK,88,False,False,88,0.0044075586,99.58737750269611,94.0,0.00404002,0.0038302464
C230066G23RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.002485422,0.0023563688
C230085N15RIK,16,False,False,16,0.00084400055,99.92497772776294,18.0,0.0027607752,0.002617425
C230088H06RIK,18,False,False,18,0.0008908895,99.9155999437333,19.0,0.0029874027,0.002832285
C2CD2,193,False,False,193,0.009659117,99.09504384114034,206.0,0.010189272,0.009660205
C2CD2L,1158,False,False,1158,0.06269049,94.57026304684203,1337.0,0.10538419,0.099912226
C2CD3,232,False,False,232,0.01172223,98.91217705256248,250.0,0.00700229,0.0066387034
C2CD4A,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0023935284,0.002269247
C2CD4B,61,False,False,61,0.00304778,99.71397758709617,65.0,0.0037445105,0.0035500806
C2CD4C,86,False,False,86,0.004126225,99.59675528672575,88.0,0.014171906,0.0134360455
C2CD4D,12,False,False,12,0.00056266703,99.9437332958222,12.0,0.0023597365,0.0022372096
C2CD5,712,False,False,712,0.039199136,96.66150888545036,836.0,0.05341221,0.05063884
C3,8,False,False,8,0.00042200027,99.96248886388146,9.0,0.00265258,0.0025148476
C330006A16RIK,755,False,False,755,0.03816758,96.45988652881324,814.0,0.07282892,0.069047354
C330007P06RIK,281,False,False,281,0.014066676,98.68242134383645,300.0,0.006251954,0.005927328
C330011M18RIK,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0028421413,0.002694566
C330013E15RIK,20,False,False,20,0.0009846673,99.90622215970366,21.0,0.0030778972,0.0029180807
C330018A13RIK,11,False,False,11,0.00051577814,99.94842218783701,11.0,0.003050422,0.0028920323
C330018D20RIK,223,False,False,223,0.0113002295,98.95437708069583,241.0,0.0074828165,0.0070942794
C330019F10RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.002285147,0.0021664933
C330021F23RIK,5,False,False,5,0.0002344446,99.97655553992591,5.0,0.0023955503,0.0022711637
C330027C09RIK,53,False,False,53,0.0025788906,99.7514887232147,55.0,0.003325193,0.003152536
C3AR1,24,False,False,24,0.0011253341,99.8874665916444,24.0,0.0031727052,0.0030079656
C430002N11RIK,4,False,False,4,0.0002344446,99.98124443194072,5.0,0.0024037743,0.0022789608
C430042M11RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.002322975,0.0022023572
C4A,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0024777183,0.0023490654
C4B,199,False,False,199,0.010503118,99.06691048905144,224.0,0.04808959,0.045592587
C4BP,14,False,False,14,0.00065644487,99.93435551179256,14.0,0.0024430533,0.0023162004
C530005A16RIK,144,False,False,144,0.007174005,99.32479954986637,153.0,0.004666043,0.0044237636
C530008M17RIK,873,False,False,873,0.0516247,95.90659727106485,1101.0,0.11618588,0.11015305
C530050E15RIK,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0025286516,0.002397354
C5AR2,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023348515,0.0022136169
C6,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023671591,0.002244247
C630004L07RIK,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0024347587,0.0023083363
C630004M23RIK,13,False,False,13,0.00065644487,99.93904440380737,14.0,0.0031887451,0.003023173
C630028M04RIK,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0025879655,0.0024535882
C630043F03RIK,232,False,False,232,0.011206452,98.91217705256248,239.0,0.008293544,0.007862911
C7,21,False,False,21,0.001172223,99.90153326768885,25.0,0.0026108574,0.0024752913
C730034F03RIK,19,False,False,19,0.0008908895,99.91091105171847,19.0,0.002693856,0.0025539803
C77080,136,False,False,136,0.006798893,99.3623106859849,145.0,0.0066600605,0.006314244
C77370,889,False,False,889,0.053312704,95.83157499882778,1137.0,0.036813088,0.034901608
C78334,27,False,False,27,0.0012660008,99.87339991559995,27.0,0.0029752415,0.0028207554
C78339,982,False,False,982,0.050640035,95.3955080414498,1080.0,0.07264684,0.06887473
C87436,250,False,False,250,0.012378675,98.82777699629578,264.0,0.0069678696,0.006606071
C8G,24,False,False,24,0.0011253341,99.8874665916444,24.0,0.0030124306,0.0028560134
C920006O11RIK,43,False,False,43,0.0021100014,99.79837764336288,45.0,0.003585721,0.003399536
C920021L13RIK,69,False,False,69,0.0033760022,99.67646645097763,72.0,0.0046529234,0.0044113253
CH25-194I22.2,7,False,False,7,0.00032822244,99.96717775589629,7.0,0.0025213098,0.0023903933
CH36-12I15.2,9,False,False,9,0.00042200027,99.95779997186665,9.0,0.0027604764,0.0026171415
CH36-12I15.3,14,False,False,14,0.0007033338,99.93435551179256,15.0,0.002689301,0.002549662
CK137956,10,False,False,10,0.0004688892,99.95311107985184,10.0,0.0026012405,0.0024661738
CAAP1,251,False,False,251,0.0128944535,98.82308810428096,275.0,0.008640948,0.008192276
CAB39,1877,False,False,1877,0.105031185,91.19894968818868,2240.0,0.22967634,0.21775062
CAB39L,492,False,False,492,0.024991794,97.69306512871009,533.0,0.04703239,0.044590283
CABIN1,451,False,False,451,0.023350682,97.88530970131758,498.0,0.015808355,0.014987523
CABLES1,291,False,False,291,0.015426455,98.63553242368828,329.0,0.014880629,0.014107968
CABLES2,256,False,False,256,0.012519342,98.79964364420687,267.0,0.006830904,0.0064762165
CABP1,1460,False,False,1460,0.08308717,93.15421765836733,1772.0,0.17761162,0.16838932
CABP5,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0021913066,0.0020775252
CABP7,1951,False,False,1951,0.117409855,90.85197167909223,2504.0,0.49159914,0.46607336
CABYR,24,False,False,24,0.001219112,99.8874665916444,26.0,0.0030932454,0.002932632
CACFD1,582,False,False,582,0.028555352,97.27106484737656,609.0,0.028243914,0.02677738
CACHD1,529,False,False,529,0.030665353,97.51957612416186,654.0,0.03437447,0.032589614
CACNA1A,1505,False,False,1505,0.12397431,92.94321751770057,2644.0,0.19667272,0.1864607
CACNA1B,1074,False,False,1074,0.06597271,94.96412997608665,1407.0,0.059794527,0.056689758
CACNA1C,1089,False,False,1089,0.097997844,94.8937965958644,2090.0,0.17872523,0.16944511
CACNA1D,885,False,False,885,0.061799597,95.85033056688704,1318.0,0.033909332,0.032148626
CACNA1E,1855,False,False,1855,0.15224832,91.30210531251466,3247.0,0.20219503,0.19169629
CACNA1F,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023013626,0.002181867
CACNA1G,355,False,False,355,0.018380458,98.33544333474,392.0,0.027527232,0.026097909
CACNA1H,365,False,False,365,0.019880902,98.28855441459183,424.0,0.006037599,0.005724103
CACNA1I,513,False,False,513,0.026820462,97.59459839639894,572.0,0.014903546,0.014129696
CACNA1S,13,False,False,13,0.000609556,99.93904440380737,13.0,0.0028571475,0.0027087932
CACNA2D1,2164,False,False,2164,0.16157922,89.85323767993623,3446.0,0.17478211,0.16570675
CACNA2D2,314,False,False,314,0.016176678,98.5276879073475,345.0,0.017405448,0.01650169
CACNA2D3,1270,False,False,1270,0.09926385,94.04510714118254,2117.0,0.16805828,0.15933202
CACNA2D4,131,False,False,131,0.006470671,99.38575514605898,138.0,0.004892726,0.0046386765
CACNB1,795,False,False,795,0.04159047,96.27233084822056,887.0,0.09413925,0.08925117
CACNB2,853,False,False,853,0.06845783,96.00037511136118,1460.0,0.12874964,0.12206446
CACNB3,1045,False,False,1045,0.054016035,95.10010784451634,1152.0,0.103293,0.09792963
CACNB4,2589,False,False,2589,0.18910302,87.86045857363905,4033.0,0.24547142,0.23272558
CACNG1,3,False,False,3,0.00014066676,99.98593332395555,3.0,0.0023148458,0.0021946498
CACNG2,1512,False,False,1512,0.09115206,92.91039527359685,1944.0,0.16107789,0.1527141
CACNG3,579,False,False,579,0.03338491,97.28513152342101,712.0,0.08294308,0.078636356
CACNG4,399,False,False,399,0.021803347,98.12913208608805,465.0,0.15202238,0.14412877
CACNG5,236,False,False,236,0.011816008,98.89342148450321,252.0,0.015317736,0.014522379
CACNG6,26,False,False,26,0.0013128897,99.87808880761476,28.0,0.0029478339,0.0027947708
CACNG7,1360,False,False,1360,0.070989825,93.62310685984902,1514.0,0.19307603,0.18305077
CACNG8,279,False,False,279,0.0150513435,98.69179912786609,321.0,0.011523823,0.010925461
CACTIN,343,False,False,343,0.017583344,98.39171003891781,375.0,0.0099787945,0.009460656
CACUL1,672,False,False,672,0.035026025,96.84906456604304,747.0,0.06562054,0.062213264
CACYBP,1910,False,False,1910,0.1070474,91.04421625169972,2283.0,0.15932988,0.15105684
CAD,117,False,False,117,0.005908004,99.45139963426642,126.0,0.005410639,0.0051296973
CADM1,2708,False,False,2708,0.17995967,87.30248042387583,3838.0,0.48911735,0.46372047
CADM2,4707,False,False,4707,0.51685655,77.92938528625686,11023.0,0.5051835,0.47895244
CADM3,2778,False,False,2778,0.18774323,86.97425798283865,4004.0,0.25017336,0.23718338
CADM4,1390,False,False,1390,0.07375627,93.48244009940451,1573.0,0.17136452,0.1624666
CADPS,3579,False,False,3579,0.29394665,83.21845547897033,6269.0,0.30101848,0.2853884
CADPS2,1108,False,False,1108,0.07544427,94.80470764758287,1609.0,0.16492371,0.15636022
CAGE1,70,False,False,70,0.0034228913,99.67177755896282,73.0,0.0033639444,0.003189275
CALB1,1334,False,False,1334,0.090495616,93.74501805223426,1930.0,0.6626721,0.6282636
CALB2,507,False,False,507,0.041543584,97.62273174848784,886.0,0.47809145,0.45326707
CALCA,36,False,False,36,0.0022037793,99.8311998874666,47.0,0.0034506782,0.0032715055
CALCOCO1,333,False,False,333,0.016317343,98.43859895906597,348.0,0.019879231,0.018847022
CALCR,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.002430244,0.0023040564
CALCRL,52,False,False,52,0.0024851128,99.75617761522952,53.0,0.0038223348,0.0036238641
CALD1,502,False,False,502,0.030290242,97.64617620856193,646.0,0.07854592,0.0744675
CALHM2,95,False,False,95,0.004735781,99.55455525859239,101.0,0.003910122,0.0037070932
CALM1,15907,False,False,15907,3.3072162,25.413794720307592,70533.0,0.62802756,0.59541786
CALM2,11280,False,False,11280,1.8836685,47.10929807286538,40173.0,0.54135007,0.51324105
CALM3,8589,False,False,8589,0.8291368,59.72710648473766,17683.0,0.48712346,0.46183008
CALML3,6,False,False,6,0.00028133352,99.9718666479111,6.0,0.002388769,0.0022647348
CALML4,32,False,False,32,0.0021100014,99.84995545552586,45.0,0.0039071804,0.003704304
CALN1,1653,False,False,1653,0.10582829,92.24926149950767,2257.0,0.24360214,0.23095337
